spend_id,interaction_id,spend_category,amount_local,currency,amount_usd,payment_date
P001990,I003160,Meals,50.74,USD,50.74,2024-09-20
P001991,I000867,Meals,52.6,EUR,57.33,2024-10-05
P001992,I004075,Travel,151.06,EUR,164.66,2024-08-08
P001993,I003945,Travel,192.0,BRL,38.4,2024-08-02
P001994,I000467,Meals,82.73,EUR,90.18,2024-05-24
P001995,I004689,Honoraria,1300.01,EUR,1417.01,2024-04-25
P001996,I002075,Meals,38.93,CAD,28.81,2025-05-11
P001997,I006793,Meals,22.32,EUR,24.33,2024-12-18
P001998,I002098,Meals,88.46,EUR,,2025-04-25
P001999,I004167,Travel,277.91,USD,277.91,2025-02-11
P002000,I006525,Meals,82.33,EUR,89.74,2024-06-11
P002001,I006961,Travel,630.32,INR,7.56,2025-02-26
P002002,I000456,Honoraria,1822.04,INR,21.86,2024-05-19
P002003,I000302,Meals,63.49,MXN,3.68,2025-08-09
P002004,I000945,Honoraria,1236.25,MXN,71.7,2024-06-25
P002005,I006348,Meals,50.17,USD,50.17,2024-11-26
P002006,I004463,Honoraria,1400.11,USD,1400.11,2025-03-14
P002007,I000806,Meals,51.15,BRL,,2024-01-22
P002008,I002556,Honoraria,412.98,INR,4.96,
P002009,I000025,Meals,158.65,USD,158.65,2024-04-28
P002010,I000578,Meals,83.69,BRL,16.74,2025-06-03
P002011,I002324,Travel,260.72,EUR,284.18,2024-12-08
P002012,I005443,Meals,136.91,JPY,0.92,2024-09-20
P002013,I004409,Meals,61.93,MXN,3.59,2024-10-05
P002014,I004793,Lodging,258.81,BRL,51.76,2025-02-21
P002015,I004660,Lodging,316.95,EUR,345.48,2025-01-18
P002016,I001679,Meals,77.73,INR,0.93,2024-11-20
P002017,I004322,Lodging,685.04,GBP,870.0,2024-10-15
P002018,I001677,Meals,77.13,MXN,4.47,2024-08-09
P002019,I006975,Travel,414.82,EUR,452.15,2025-05-01
P002020,I006246,Honoraria,3526.02,GBP,4478.05,2025-04-19
P002021,I006218,Travel,1151.61,INR,13.82,2025-06-23
P002022,I003961,Meals,38.41,EUR,41.87,2025-02-07
P002023,I000295,Travel,976.01,USD,976.01,2024-07-11
P002024,I004567,Meals,67.88,INR,0.81,2024-09-19
P002025,I000203,Travel,127.44,EUR,138.91,2024-12-07
P002026,I004965,Travel,379.67,JPY,2.54,2024-03-05
P002027,I001507,Travel,758.22,eur,826.46,2024-11-05
P002028,I000615,Travel,261.3,MXN,15.16,2025-02-17
P002029,I004283,Meals,75.75,USD,75.75,2024-07-08
P002030,I001535,Honoraria,486.22,CAD,359.8,2024-08-19
P002031,I001481,Honoraria,1545.61,EUR,1684.71,2025-06-02
P002032,I001507,Meals,20.58,EUR,22.43,2024-10-25
P002033,I000633,Meals,30.75,INR,0.37,2024-09-01
P002034,I003447,Meals,96.07,BRL,19.21,2024-09-14
P002035,I001301,Meals,77.47,CAD,57.33,2024-07-10
P002036,I000558,Honoraria,405.2,BRL,81.04,2024-02-26
P002037,I004813,Meals,89.56,USD,89.56,2025-04-30
P002038,I000960,Travel,664.36,CAD,491.63,2024-11-21
P002039,I004520,Meals,140.46,JPY,0.94,2024-03-01
P002040,I006375,Meals,260.06,USD,260.06,2025-05-20
P002041,I003406,Honoraria,1363.32,MXN,79.07,2024-07-30
P002042,I002202,Meals,141.39,JPY,0.95,2025-05-15
P002043,I002032,Honoraria,1074.14,GBP,,2025-06-15
P002044,I005961,Venue/AV,2727.15,BRL,545.43,2024-03-26
P002045,I000663,Meals,130.7,JPY,0.88,2025-04-13
P002046,I001952,Meals,46.87,EUR,51.09,2025-03-04
P002047,I001651,Meals,32.48,BRL,6.5,2025-01-31
P002048,I001138,Lodging,671.56,EUR,732.0,2024-10-15
P002049,I006987,Venue/AV,2334.65,brl,466.93,2024-10-28
P002050,I005034,Honoraria,681.26,INR,8.18,2024-10-05
P002051,I003040,Meals,69.49,JPY,0.47,2025-05-01
P002052,I000213,Meals,40.57,CAD,30.02,2024-12-05
P002053,I007698,Travel,302.57,INR,3.63,2024-07-19
P002054,I004480,Honoraria,901.62,USD,901.62,2024-04-14
P002055,I002062,Lodging,256.38,USD,256.38,2024-07-22
P002056,I005962,Meals,132.28,EUR,144.19,2024-02-23
P002057,I006827,Lodging,250.94,MXN,14.55,2025-07-25
P002058,I003088,Meals,23.18,GBP,29.44,2024-10-23
P002059,I005377,Meals,140.03,EUR,152.63,2025-03-19
P002060,I005781,Meals,70.19,USD,70.19,2024-10-02
P002061,I002786,Travel,801.06,MXN,46.46,2024-09-08
P002062,I003070,Meals,540.23,JPY,,2024-10-22
P002063,I004061,Meals,111.26,INR,,2025-06-13
P002064,I005160,Meals,100.22,USD,100.22,2024-05-12
P002065,I004640,Meals,38.15,USD,38.15,2024-09-13
P002066,I005168,Venue/AV,1346.24,USD,1346.24,2025-06-24
P002067,I002367,Meals,46.18,JPY,0.31,2025-06-05
P002068,I006158,Lodging,214.49,USD,214.49,2025-04-04
P002069,I002279,Travel,369.42,CAD,273.37,2025-05-27
P002070,I001158,Meals,279.62,EUR,304.79,2024-12-03
P002071,I005017,Meals,61.16,EUR,66.66,2024-03-05
P002072,I005314,Meals,103.27,CAD,76.42,2024-11-13
P002073,I003852,Travel,179.2,EUR,195.33,2025-04-15
P002074,I002334,Travel,617.52,BRL,123.5,2025-02-25
P002075,I000635,Meals,160.24,CAD,118.58,2025-03-08
P002076,I000885,Honoraria,1642.79,BRL,328.56,2024-07-30
P002077,I003739,Travel,441.77,MXN,25.62,2024-06-18
P002078,I006099,Meals,43.38,USD,43.38,2024-05-01
P002079,I006896,Honoraria,5056.67,EUR,5511.77,2024-06-21
P002080,I003672,Travel,1030.47,BRL,206.09,2025-04-16
P002081,I001119,Meals,195.43,USD,195.43,2025-01-31
P002082,I003756,Travel,274.72,MXN,15.93,2024-08-17
P002083,I003586,Travel,581.05,JPY,3.89,2024-04-22
P002084,I002952,Travel,440.82,usd,440.82,2025-01-31
P002085,I006523,Meals,2844.84,CAD,2105.18,2024-12-28
P002086,I000743,Meals,66.29,BRL,13.26,2025-01-23
P002087,I000263,Travel,134.12,EUR,146.19,2024-12-29
P002088,I005924,Venue/AV,1734.87,JPY,11.62,2024-06-13
P002089,I000262,Lodging,465.9,USD,465.9,2024-03-10
P002090,I005733,Meals,210.85,EUR,229.83,2025-02-28
P002091,I001805,Travel,522.26,MXN,30.29,2025-07-24
P002092,I005036,Meals,178.76,EUR,194.85,2025-03-03
P002093,I004478,Travel,363.46,EUR,396.17,2024-07-10
P002094,I002265,Meals,156.67,BRL,31.33,2024-09-15
P002095,I006426,Honoraria,2397.42,BRL,479.48,2025-06-29
P002096,I002694,Meals,52.53,CAD,38.87,2024-09-25
P002097,I001602,Travel,693.33,EUR,755.73,2024-09-23
P002098,I006640,Meals,79.69,JPY,,2024-12-08
P002099,I001330,Meals,50.08,USD,50.08,2025-07-21
P002100,I002022,Meals,113.71,INR,1.36,2025-03-10
P002101,I006466,Meals,38.98,CAD,28.85,2024-11-03
P002102,I005614,Honoraria,3230.33,USD,3230.33,2025-02-26
P002103,I001025,Meals,32.15,USD,32.15,2024-08-27
P002104,I002108,Meals,64.8,CAD,47.95,2024-07-26
P002105,I003078,Meals,67.76,EUR,73.86,2025-02-15
P002106,I000029,Meals,85.42,JPY,0.57,2025-04-01
P002107,I000090,Honoraria,2063.27,BRL,412.65,2025-07-13
P002108,I004649,Honoraria,1341.65,GBP,1703.9,2024-05-23
P002109,I000972,Meals,226.75,BRL,45.35,2024-04-13
P002110,I006544,Meals,83.4,CAD,61.72,2024-04-04
P002111,I005891,Meals,107.19,GBP,136.13,2025-03-31
P002112,I000979,Lodging,2815.02,USD,2815.02,2025-01-07
P002113,I003105,Travel,787.84,MXN,45.69,2024-08-26
P002114,I004503,Meals,87.96,JPY,0.59,2025-02-17
P002115,I004964,Honoraria,992.87,EUR,1082.23,2024-10-28
P002116,I003078,Lodging,570.75,EUR,622.12,2025-01-19
P002117,I003426,Honoraria,699.65,GBP,888.56,2024-02-08
P002118,I000284,Meals,63.78,BRL,,2024-03-18
P002119,I002000,Meals,69.03,MXN,4.0,2025-05-06
P002120,I001830,Travel,231.7,JPY,1.55,2025-01-20
P002121,I002409,Meals,171.24,BRL,34.25,2024-04-26
P002122,I006513,Meals,23.88,USD,23.88,2024-12-31
P002123,I005927,Meals,36.65,INR,0.44,2025-02-12
P002124,I005840,Meals,141.96,EUR,154.74,2024-10-23
P002125,I006788,Meals,50.87,EUR,55.45,2024-01-18
P002126,I001211,Meals,58.04,MXN,3.37,2024-10-08
P002127,I004548,Honoraria,679.39,MXN,39.4,2024-02-28
P002128,I004193,Meals,107.38,INR,1.29,2024-12-12
P002129,I001330,Honoraria,1187.01,BRL,237.4,2025-07-21
P002130,I005800,Meals,49.45,EUR,53.9,2024-07-16
P002131,I001066,Meals,94.83,GBP,120.43,2024-05-02
P002132,I005433,Honoraria,966.49,JPY,6.48,2024-03-14
P002133,I000883,Honoraria,756.75,MXN,43.89,2024-02-02
P002134,I001292,Venue/AV,3331.84,MXN,193.25,2024-09-28
P002135,I004079,Meals,13.15,EUR,,2024-03-28
P002136,I006328,Meals,47.13,USD,47.13,2024-09-11
P002137,I006074,Travel,494.27,MXN,28.67,2024-07-09
P002138,I003767,Travel,219.52,EUR,239.28,2025-04-21
P002139,I003658,Meals,138.04,BRL,27.61,2024-02-26
P002140,I002824,Lodging,185.97,GBP,236.18,2025-07-11
P002141,I003600,Honoraria,1051.27,BRL,210.25,2024-04-10
P002142,I006722,Lodging,220.08,CAD,162.86,2025-04-17
P002143,I006702,Honoraria,499.36,INR,5.99,2024-10-20
P002144,I000528,Meals,80.81,BRL,16.16,2025-05-18
P002145,I000721,Meals,72.66,EUR,79.2,2025-04-21
P002146,I000603,Meals,42.56,EUR,46.39,2024-10-20
P002147,I006684,Meals,58.26,MXN,3.38,2024-03-14
P002148,I004498,Travel,917.65,INR,11.01,2024-08-26
P002149,I004944,Meals,54.95,CAD,40.66,2025-06-12
P002150,I003101,Meals,89.97,CAD,66.58,2024-12-24
P002151,I008463,Travel,386.1,CAD,285.71,2025-06-10
P002152,I003053,Meals,47.67,MXN,2.76,2025-05-14
P002153,I006266,Meals,41.66,EUR,,2025-07-12
P002154,I002990,Meals,64.3,EUR,70.09,2024-04-12
P002155,I006032,Lodging,390.62,JPY,2.62,2024-05-17
P002156,I005950,Travel,417.12,USD,417.12,2024-11-09
P002157,I004852,Travel,259.27,BRL,51.85,2024-10-21
P002158,I004540,Lodging,333.26,GBP,423.24,2024-02-04
P002159,I005094,Venue/AV,1909.41,JPY,12.79,2025-03-04
P002160,I001218,Honoraria,940.29,EUR,1024.92,2024-09-16
P002161,I002606,Meals,99.28,MXN,5.76,2024-11-17
P002162,I002900,Meals,25.14,USD,25.14,2024-09-11
P002163,I002064,Meals,38.97,USD,38.97,2024-07-25
P002164,I006968,Meals,105.98,CAD,78.43,2024-10-08
P002165,I002444,Lodging,924.25,USD,924.25,2025-01-06
P002166,I002453,Honoraria,4521.74,GBP,5742.61,2025-05-25
P002167,I004356,Travel,594.8,BRL,118.96,2025-05-03
P002168,I005073,Lodging,104.74,MXN,6.07,2025-03-28
P002169,I006154,Lodging,657.1,INR,7.89,2024-02-01
P002170,I000793,Honoraria,1431.21,JPY,9.59,2025-06-09
P002171,I003168,Meals,40.62,JPY,0.27,2024-12-04
P002172,I001770,Meals,29.57,EUR,32.23,2025-03-16
P002173,I000850,Meals,65.69,EUR,71.6,2025-05-19
P002174,I003492,Meals,47.83,EUR,52.13,2024-09-25
P002175,I002320,Travel,471.49,CAD,348.9,2025-02-26
P002176,I003118,Meals,144.26,EUR,157.24,2025-06-10
P002177,I007456,Honoraria,1445.93,INR,17.35,2024-08-03
P002178,I006515,Honoraria,1302.4,GBP,1654.05,2024-10-05
P002179,I001604,Meals,25.22,JPY,0.17,2025-04-02
P002180,I005676,Honoraria,974.11,USD,974.11,2024-07-23
P002181,I006599,Meals,107.6,USD,107.6,2024-07-28
P002182,I004634,Venue/AV,1201.02,EUR,1309.11,2025-03-18
P002183,I003149,Meals,153.27,CAD,113.42,2024-07-28
P002184,I006358,Honoraria,828.0,INR,9.94,2024-11-09
P002185,I006455,Travel,329.93,EUR,359.62,2024-11-06
P002186,I001165,Honoraria,4065.76,EUR,4431.68,2025-03-10
P002187,I003730,Meals,186.64,GBP,237.03,2024-07-31
P002188,I001721,Meals,17.17,INR,0.21,2024-10-10
P002189,I006447,Lodging,363.65,CAD,269.1,2024-12-18
P002190,I004924,Travel,259.33,BRL,51.87,2024-05-25
P002191,I002045,Travel,531.92,MXN,30.85,2025-05-30
P002192,I006738,Travel,306.58,BRL,61.32,2024-11-10
P002193,I006939,Honoraria,371.34,MXN,21.54,2025-05-06
P002194,I000055,Meals,91.58,EUR,99.82,2024-03-24
P002195,I003675,Meals,47.18,EUR,51.43,2025-07-20
P002196,I003030,Travel,245.58,INR,2.95,2025-02-08
P002197,I001369,Meals,197.73,EUR,215.53,2024-07-23
P002198,I005228,Travel,215.82,JPY,1.45,2024-08-05
P002199,I004235,Travel,165.92,INR,1.99,2024-06-01
P002200,I006123,Meals,73.63,USD,73.63,2024-09-28
P002201,I002781,Meals,55.78,EUR,60.8,2024-03-05
P002202,I005301,Meals,58.06,USD,58.06,2025-02-09
P002203,I006495,Travel,457.45,EUR,498.62,2024-03-29
P002204,I003390,Meals,86.0,mxn,4.99,2024-07-12
P002205,I006998,Travel,319.55,EUR,348.31,2025-07-09
P002206,I004052,Lodging,1151.48,EUR,1255.11,2025-01-10
P002207,I002377,Honoraria,882.95,EUR,962.42,2025-01-23
P002208,I002805,Meals,103.68,MXN,6.01,2024-09-09
P002209,I006855,Honoraria,1290.0,MXN,74.82,2024-12-21
P002210,I004900,Meals,120.39,JPY,0.81,2024-03-29
P002211,I005493,Lodging,235.42,EUR,256.61,2025-06-02
P002212,I000241,Honoraria,630.95,CAD,466.9,2025-06-19
P002213,I001591,Meals,82.35,JPY,0.55,2024-08-30
P002214,I004725,Lodging,1333.79,BRL,266.76,2024-12-05
P002215,I006702,Honoraria,837.76,INR,10.05,2024-10-19
P002216,I003274,Lodging,764.9,JPY,5.12,2024-03-29
P002217,I006372,Travel,269.02,MXN,15.6,2025-06-02
P002218,I002699,Meals,51.19,CAD,37.88,2025-06-18
P002219,I001271,Meals,44.26,BRL,8.85,2024-05-15
P002220,I004909,Meals,92.28,EUR,100.59,2025-05-04
P002221,I006722,Lodging,705.41,usd,705.41,2025-04-12
P002222,I000728,Meals,169.53,CAD,125.45,2025-02-03
P002223,I003630,Meals,59.24,INR,0.71,2025-05-04
P002224,I003852,Meals,60.62,EUR,66.08,2025-04-25
P002225,I001067,Honoraria,983.95,CAD,728.12,2024-03-10
P002226,I002142,Honoraria,1480.65,JPY,9.92,2025-04-19
P002227,I006861,Travel,233.98,BRL,46.8,2024-03-12
P002228,I001248,Meals,106.05,EUR,115.59,2024-05-24
P002229,I004851,Honoraria,1816.27,BRL,363.25,2025-05-06
P002230,I000004,Meals,100.42,JPY,0.67,2024-05-15
P002231,I004045,Meals,48.92,JPY,0.33,2024-02-25
P002232,I006215,Meals,33.18,USD,33.18,2024-03-22
P002233,I003112,Meals,59.43,GBP,75.48,2025-01-23
P002234,I005110,Meals,74.1,BRL,14.82,2024-09-10
P002235,I001796,Lodging,387.08,MXN,22.45,2024-04-11
P002236,I003972,Honoraria,2564.14,INR,30.77,2025-03-25
P002237,I002049,Travel,130.71,EUR,142.47,2024-06-08
P002238,I003327,Meals,65.32,CAD,48.34,2024-03-03
P002239,I006890,Meals,54.96,JPY,0.37,2024-09-09
P002240,I006377,Travel,461.0,JPY,3.09,2024-05-08
P002241,I001002,Honoraria,1503.51,BRL,300.7,2024-09-13
P002242,I002103,Travel,268.16,EUR,292.29,2025-01-06
P002243,I006107,Meals,70.9,INR,0.85,2024-07-16
P002244,I004861,Travel,202.36,CAD,149.75,2025-04-18
P002245,I001908,Travel,990.63,EUR,1079.79,2024-08-03
P002246,I003300,Meals,64.51,MXN,3.74,2024-10-08
P002247,I005153,Meals,166.26,EUR,181.22,2025-06-02
P002248,I002545,Honoraria,534.07,EUR,582.14,2024-10-07
P002249,I002952,Honoraria,613.55,CAD,454.03,2025-02-02
P002250,I000751,Lodging,331.46,EUR,361.29,2024-07-25
P002251,I004136,Meals,74.36,JPY,0.5,2024-12-21
P002252,I002857,Travel,507.22,EUR,,2025-02-01
P002253,I001917,Honoraria,2413.14,EUR,2630.32,2025-03-25
P002254,I003549,Travel,170.98,INR,2.05,2025-04-27
P002255,I005455,Meals,80.53,BRL,16.11,2024-11-11
P002256,I005598,Meals,37.51,USD,37.51,2025-04-02
P002257,I003988,Travel,350.45,EUR,381.99,2024-05-01
P002258,I002267,Honoraria,1588.44,USD,1588.44,2025-04-16
P002259,I002347,Meals,33.99,MXN,1.97,2024-06-26
P002260,I002011,Venue/AV,1948.25,EUR,2123.59,2025-07-29
P002261,I006637,Travel,782.48,EUR,852.9,2025-04-22
P002262,I001881,Honoraria,1555.07,CAD,1150.75,2024-05-16
P002263,I001865,Meals,37.77,INR,0.45,2024-12-13
P002264,I006875,Honoraria,1499.08,INR,17.99,2025-07-07
P002265,I005895,Honoraria,1271.43,CAD,940.86,2024-02-15
P002266,I003810,Meals,21.68,USD,21.68,2024-09-04
P002267,I010191,Meals,114.49,JPY,0.77,2024-04-03
P002268,I003839,Meals,37.81,JPY,0.25,2025-04-04
P002269,I005556,Travel,267.09,GBP,339.2,2024-03-15
P002270,I004743,Meals,57.09,INR,0.69,2025-05-13
P002271,I003789,Meals,37.65,GBP,47.82,2024-05-28
P002272,I001106,Travel,107.98,BRL,21.6,2025-04-13
P002273,I005457,Meals,23.92,USD,23.92,2024-04-15
P002274,I001199,Meals,123.5,INR,1.48,2024-09-01
P002275,I001159,Meals,128.0,MXN,,2024-07-07
P002276,I002379,Meals,50.35,EUR,,2024-03-15
P002277,I004205,Meals,97.04,JPY,0.65,2024-08-01
P002278,I004053,Meals,187.69,BRL,37.54,2025-06-04
P002279,I003828,Meals,29.23,JPY,0.2,2024-01-07
P002280,I005039,Meals,123.46,CAD,91.36,2024-06-11
P002281,I001396,Travel,187.44,EUR,204.31,2024-03-04
P002282,I005739,Honoraria,1469.76,EUR,1602.04,2024-06-15
P002283,I002728,Meals,46.01,JPY,0.31,2025-06-17
P002284,I003163,Meals,86.92,BRL,17.38,2024-02-13
P002285,I002911,Lodging,987.4,EUR,1076.27,2025-01-06
P002286,I001452,Lodging,1243.51,EUR,1355.43,2024-07-13
P002287,I004056,Meals,76.25,EUR,83.11,2024-05-26
P002288,I006429,Meals,29.29,USD,29.29,2024-08-26
P002289,I009656,Honoraria,812.81,EUR,885.96,2024-12-14
P002290,I003758,Meals,89.61,GBP,113.8,2025-03-22
P002291,I003620,Travel,219.02,INR,2.63,2024-04-17
P002292,I000149,Travel,671.75,MXN,38.96,2025-02-18
P002293,I001940,Honoraria,2129.09,GBP,2703.94,2024-04-11
P002294,I003395,Lodging,311.11,USD,311.11,2024-03-09
P002295,I001318,Honoraria,1162.91,EUR,1267.57,2024-09-16
P002296,I002171,Travel,557.72,USD,557.72,2025-03-12
P002297,I002174,Travel,621.69,JPY,4.17,2025-06-25
P002298,I001029,Lodging,878.28,EUR,957.33,2024-04-23
P002299,I000023,Honoraria,1053.99,GBP,1338.57,2024-06-25
P002300,I004529,Travel,230.36,EUR,251.09,2024-07-28
P002301,I002624,Meals,52.6,MXN,,2024-09-15
P002302,I003587,Lodging,317.58,CAD,235.01,2024-12-11
P002303,I000255,Venue/AV,1738.49,EUR,1894.95,2024-04-08
P002304,I001435,Meals,64.67,BRL,12.93,2024-12-14
P002305,I003955,Meals,46.52,USD,46.52,2024-01-09
P002306,I006593,Meals,140.79,EUR,,2025-07-03
P002307,I003130,Lodging,273.89,EUR,298.54,2024-11-25
P002308,I003739,Meals,53.59,MXN,3.11,2024-05-24
P002309,I000904,Travel,331.99,GBP,421.63,2024-04-20
P002310,I002927,Meals,77.47,CAD,57.33,2024-11-06
P002311,I006903,Meals,180.42,EUR,196.66,2024-02-22
P002312,I000392,Lodging,426.21,BRL,85.24,2025-03-24
P002313,I004348,Meals,60.75,MXN,3.52,2024-12-21
P002314,I001752,Venue/AV,1992.62,CAD,1474.54,2025-06-06
P002315,I002808,Travel,144.07,JPY,0.97,2024-08-04
P002316,I002177,Travel,337.51,MXN,19.58,2024-06-19
P002317,I003987,Honoraria,525.18,CAD,388.63,2024-07-08
P002318,I004046,Meals,164.97,BRL,32.99,2024-10-30
P002319,I004210,Travel,184.27,MXN,10.69,2024-12-29
P002320,I003479,Lodging,530.15,INR,6.36,2024-11-27
P002321,I004830,Lodging,820.06,EUR,893.87,2024-03-04
P002322,I005209,Travel,281.26,MXN,16.31,2025-02-19
P002323,I004880,Meals,111.86,EUR,121.93,2025-04-01
P002324,I004402,Meals,62.91,CAD,46.55,2025-06-11
P002325,I005944,Lodging,222.11,mxn,12.88,2024-10-23
P002326,I003461,Meals,60.67,GBP,77.05,2024-07-22
P002327,I003379,Lodging,264.2,USD,264.2,2025-04-25
P002328,I004515,Venue/AV,1904.84,INR,22.86,2024-08-29
P002329,I003708,Travel,339.99,EUR,370.59,2024-01-02
P002330,I004033,Travel,361.93,GBP,459.65,2024-07-20
P002331,I001473,Travel,149.44,EUR,162.89,2024-10-07
P002332,I000288,Meals,174.61,EUR,190.32,2024-01-22
P002333,I001704,Honoraria,2079.8,USD,2079.8,2025-04-16
P002334,I004935,Meals,175.52,EUR,191.32,2024-09-01
P002335,I006294,Lodging,347.3,INR,4.17,2025-07-29
P002336,I000038,Honoraria,795.75,BRL,159.15,2025-05-23
P002337,I004388,Meals,48.83,INR,0.59,2024-08-31
P002338,I005799,Venue/AV,2437.7,CAD,1803.9,2024-04-03
P002339,I002809,Meals,86.52,EUR,94.31,2024-10-24
P002340,I001031,Honoraria,1009.55,EUR,1100.41,2024-04-14
P002341,I003668,Venue/AV,2031.58,CAD,1503.37,2025-05-21
P002342,I001209,Honoraria,2273.34,MXN,,2024-09-27
P002343,I001784,Lodging,811.0,INR,9.73,2024-10-09
P002344,I003846,Meals,72.67,USD,72.67,2024-05-22
P002345,I004049,Lodging,860.45,EUR,937.89,2024-03-03
P002346,I005504,Honoraria,5958.97,INR,71.51,2024-08-31
P002347,I001869,Meals,166.44,JPY,1.12,2025-01-13
P002348,I003951,Meals,443.96,EUR,483.92,2024-11-17
P002349,I003785,Honoraria,1258.88,EUR,1372.18,2024-04-26
P002350,I004268,Travel,172.57,EUR,188.1,2024-05-20
P002351,I002313,Meals,37.17,JPY,0.25,2024-05-07
P002352,I006134,Travel,433.17,EUR,472.16,2024-02-21
P002353,I004432,Meals,56.18,BRL,11.24,2024-12-17
P002354,I000623,Travel,146.94,EUR,160.16,2024-10-22
P002355,I002961,Honoraria,1713.45,MXN,,2025-03-25
P002356,I003257,Meals,32.77,INR,0.39,2024-11-08
P002357,I005475,Meals,292.17,USD,292.17,2025-03-12
P002358,I003980,Honoraria,3272.48,JPY,21.93,2025-07-28
P002359,I000887,Lodging,196.21,CAD,145.2,2024-04-24
P002360,I002175,Travel,1046.26,BRL,209.25,2025-05-18
P002361,I005784,Travel,253.94,INR,3.05,2024-10-13
P002362,I004491,Travel,215.69,EUR,235.1,2024-08-19
P002363,I005330,Meals,292.22,EUR,318.52,2025-03-24
P002364,I002577,Meals,14.77,GBP,18.76,2025-05-16
P002365,I005342,Travel,387.07,BRL,77.41,2024-02-09
P002366,I003107,Meals,55.85,MXN,3.24,2024-06-23
P002367,I003087,Travel,303.13,JPY,2.03,2025-01-30
P002368,I000965,Meals,60.9,EUR,66.38,2025-05-09
P002369,I004510,Honoraria,1097.75,JPY,7.35,2024-07-31
P002370,I003497,Meals,142.82,INR,1.71,2024-09-01
P002371,I001652,Honoraria,872.74,INR,10.47,2024-06-13
P002372,I005851,Honoraria,1063.87,USD,1063.87,2025-05-13
P002373,I006665,Honoraria,280.19,BRL,56.04,2024-06-30
P002374,I004268,Meals,1308.17,EUR,1425.91,2024-05-15
P002375,I003757,Meals,58.48,MXN,3.39,2025-03-02
P002376,I000711,Travel,241.13,JPY,1.62,2024-06-29
P002377,I006351,Lodging,225.46,INR,2.71,2025-04-11
P002378,I003379,Lodging,678.89,BRL,135.78,2025-04-24
P002379,I004599,Meals,103.62,GBP,131.6,2025-04-02
P002380,I002972,Travel,560.21,USD,560.21,2024-11-06
P002381,I002790,Travel,461.78,USD,461.78,2024-11-06
P002382,I005706,Honoraria,1965.42,CAD,1454.41,2025-02-20
P002383,I006708,Honoraria,2250.49,USD,2250.49,2024-08-19
P002384,I004859,Lodging,319.62,EUR,348.39,2025-02-23
P002385,I002768,Meals,125.98,BRL,25.2,2025-03-27
P002386,I001162,Travel,200.76,EUR,218.83,2025-06-27
P002387,I002091,Meals,78.99,JPY,0.53,2024-12-02
P002388,I003298,Meals,77.45,GBP,98.36,2025-04-11
P002389,I003150,Travel,197.94,EUR,215.75,2024-05-05
P002390,I002955,Travel,182.52,EUR,198.95,2025-01-13
P002391,I000503,Meals,166.01,MXN,9.63,2025-03-29
P002392,I005098,Travel,720.1,MXN,41.77,2024-08-31
P002393,I005023,Meals,124.22,EUR,135.4,2025-04-29
P002394,I003053,Meals,125.78,USD,125.78,2025-05-07
P002395,I004653,Meals,61.15,USD,61.15,2024-12-18
P002396,I002436,Honoraria,277.25,JPY,,2025-04-24
P002397,I001062,Meals,32.21,MXN,,2024-12-05
P002398,I005390,Meals,64.0,GBP,81.28,2025-03-31
P002399,I002650,Travel,59.44,BRL,11.89,2024-08-08
P002400,I005913,Meals,406.18,EUR,442.74,2024-04-16
P002401,I005672,Travel,286.5,MXN,16.62,2024-10-16
P002402,I003308,Honoraria,4320.68,EUR,4709.54,2025-02-13
P002403,I004546,Meals,41.39,CAD,30.63,2024-09-17
P002404,I003719,Honoraria,1489.18,JPY,9.98,2025-04-30
P002405,I000746,Travel,306.64,GBP,389.43,2025-06-11
P002406,I005910,Travel,611.32,BRL,122.26,2025-01-10
P002407,I003591,Travel,193.33,CAD,143.06,2025-05-21
P002408,I006008,Lodging,437.36,GBP,555.45,2024-02-03
P002409,I000171,Meals,60.6,JPY,0.41,2024-12-09
P002410,I003163,Lodging,474.47,MXN,27.52,2024-01-11
P002411,I005188,Honoraria,865.34,EUR,943.22,2024-02-13
P002412,I000716,Meals,51.2,MXN,2.97,2025-03-24
P002413,I002582,Meals,27.79,BRL,5.56,2025-07-08
P002414,I000288,Travel,484.0,EUR,527.56,2024-02-13
P002415,I006346,Travel,422.17,BRL,,2024-12-25
P002416,I005165,Honoraria,2174.12,USD,2174.12,2024-05-17
P002417,I001957,Meals,42.68,GBP,54.2,2024-02-16
P002418,I000339,Honoraria,1817.08,JPY,12.17,2024-08-07
P002419,I004707,Travel,158.27,GBP,201.0,2024-08-12
P002420,I003004,Lodging,745.49,MXN,43.24,2024-02-20
P002421,I003479,Honoraria,3688.17,INR,44.26,2024-12-21
P002422,I005708,Travel,150.21,BRL,30.04,2024-04-05
P002423,I006236,Travel,383.58,USD,383.58,2025-04-09
P002424,I006452,Honoraria,1797.96,JPY,12.05,2025-01-10
P002425,I002879,Meals,59.01,MXN,3.42,2024-05-18
P002426,I001879,Travel,175.89,INR,2.11,2024-08-03
P002427,I003798,Travel,242.84,GBP,308.41,2024-03-27
P002428,I004240,Lodging,384.88,INR,4.62,2025-04-23
P002429,I005376,Meals,87.53,EUR,95.41,2024-07-08
P002430,I001895,Honoraria,1057.51,EUR,1152.69,2024-12-11
P002431,I001750,Meals,88.72,INR,1.06,2025-07-11
P002432,I002800,Honoraria,7224.41,BRL,,2025-01-11
P002433,I001024,Honoraria,549.88,JPY,3.68,2025-02-14
